"","gasDayStart","gasInStorage","full","trend","injection","withdrawal","workingGasVolume","injectionCapacity","withdrawalCapacity","year","month"
"352","2021-09-28",824.2901,74.28,0.23,2985.91,444.6,1109.742,11409.04,19432.73,"2021","09-28"
"353","2021-09-27",821.7527,74.07,0.27,3323.73,314.4,1109.4142,11409.53,19431.44,"2021","09-27"
"354","2021-09-26",818.7488,73.81,0.38,4511.19,242.4,1109.3289,11409.9,19429.85,"2021","09-26"
"355","2021-09-25",814.4841,73.42,0.33,3828.5,222.6,1109.3289,11410.4,19428.53,"2021","09-25"
"356","2021-09-24",810.5514,72.82,0.24,3133.56,420.4,1113.1289,11386.9,19427.19,"2021","09-24"
"357","2021-09-23",807.8408,72.57,0.23,2822.41,310.6,1113.1289,11387.41,19425.84,"2021","09-23"
"358","2021-09-22",805.3286,72.36,0.16,2184.15,450.8,1112.8878,11387.68,19425.14,"2021","09-22"
"359","2021-09-21",803.5977,72.21,0.16,2088.16,281.9,1112.8878,11387.69,19425.12,"2021","09-21"
"360","2021-09-20",801.7945,72.05,0.18,2452.95,411.2,1112.8878,11387.77,19424.92,"2021","09-20"
"361","2021-09-19",799.7541,71.86,0.3,3585.3,218.3,1112.8878,11412.16,19277.86,"2021","09-19"
"362","2021-09-18",796.3913,71.56,0.29,3482.25,218.6,1112.8878,11412.59,19276.75,"2021","09-18"
"363","2021-09-17",793.1232,71.27,0.2,2491.33,320.7,1112.8878,11412.82,19276.12,"2021","09-17"
"364","2021-09-16",790.847,71.06,0.12,1694.63,340.4,1112.8878,11412.97,19275.74,"2021","09-16"
"365","2021-09-15",789.4933,70.94,0.11,1619.09,370.5,1112.8878,11411.91,19278.53,"2021","09-15"
"366","2021-09-14",788.2459,70.83,0.14,1951.96,434.4,1112.8878,11411.83,19278.76,"2021","09-14"
"367","2021-09-13",786.729,70.69,0.17,2382,481.6,1112.8878,11411.71,19279.05,"2021","09-13"
"368","2021-09-12",784.8359,70.52,0.3,3467.08,171,1112.8903,11412.08,19278.35,"2021","09-12"
"369","2021-09-11",781.5326,70.23,0.29,3416.56,219.4,1112.8903,11412.37,19277.61,"2021","09-11"
"370","2021-09-10",778.3349,69.94,0.21,2550.67,261.6,1112.8903,11412.6,19276.99,"2021","09-10"
"371","2021-09-09",776.0462,69.73,0.21,2651.5,282.6,1112.8903,11412.92,19276.15,"2021","09-09"
"372","2021-09-08",773.6393,69.52,0.21,2621.17,280.5,1112.8903,11413.11,19275.64,"2021","09-08"
"373","2021-09-07",771.2994,69.31,0.17,2290.47,353.8,1112.8903,11413.5,19274.62,"2021","09-07"
"374","2021-09-06",769.3639,69.13,0.19,2334.76,238.6,1112.8903,11413.83,19273.75,"2021","09-06"
"375","2021-09-05",766.9507,68.91,0.34,3957.54,184.6,1112.9171,11414.91,19273.95,"2021","09-05"
"376","2021-09-04",763.177,68.57,0.3,3572.74,245.9,1112.9171,11415.27,19273.01,"2021","09-04"
"377","2021-09-03",759.8501,68.28,0.23,2788.42,267.6,1112.9171,11415.46,19272.52,"2021","09-03"
"378","2021-09-02",757.3227,68.05,0.21,2800.85,498.2,1112.9171,11415.59,19272.16,"2021","09-02"
"379","2021-09-01",755.01,67.84,0.3,3665.77,284.1,1112.9171,11415.75,19271.73,"2021","09-01"
"380","2021-08-31",750.0069,67.41,0.28,3527.45,432.5,1112.6171,11416.12,19270.75,"2021","08-31"
"381","2021-08-30",747.9241,67.22,0.31,3666.05,184.6,1112.6171,11416.41,19269.99,"2021","08-30"
"382","2021-08-29",744.4088,66.91,0.39,4559.41,166.1,1112.6127,11416.73,19268.65,"2021","08-29"
"383","2021-08-28",740.0595,66.52,0.38,4441.82,179.3,1112.6127,11417.12,19267.61,"2021","08-28"
"384","2021-08-27",735.8405,66.14,0.35,4152.18,251.4,1112.6127,11417.66,19266.19,"2021","08-27"
"385","2021-08-26",731.9765,65.79,0.31,3702.77,239.9,1112.6127,11418.05,19265.16,"2021","08-26"
"386","2021-08-25",728.4801,65.47,0.32,3743.06,180.4,1112.6127,11418.54,19263.87,"2021","08-25"
"387","2021-08-24",724.9554,65.16,0.33,3892.99,192.1,1112.6127,11450.66,19262.82,"2021","08-24"
"388","2021-08-23",721.2434,64.82,0.33,3941.52,257.1,1112.6127,11450.81,19262.43,"2021","08-23"
"389","2021-08-22",717.5521,64.49,0.37,4522.14,368.1,1112.601,11419.01,19261.29,"2021","08-22"
"390","2021-08-21",713.3886,64.12,0.37,4460.17,374.4,1112.601,11457.26,19260.82,"2021","08-21"
"391","2021-08-20",709.2985,63.75,0.34,4236.11,428.2,1112.601,11457.34,19260.62,"2021","08-20"
"392","2021-08-19",705.4743,63.41,0.31,3903.07,467.7,1112.601,11457.35,19260.58,"2021","08-19"
"393","2021-08-18",702.0325,63.1,0.3,3894.9,505.9,1112.601,11457.48,19260.24,"2021","08-18"
"394","2021-08-17",698.644,62.79,0.31,3981.95,544.1,1112.601,11457.5,19260.18,"2021","08-17"
"395","2021-08-16",695.4116,62.5,0.36,4573.5,601.5,1112.601,11457.77,19259.46,"2021","08-16"
"396","2021-08-15",691.624,62.16,0.39,4889.37,511.6,1112.6079,11458.26,19258.95,"2021","08-15"
"397","2021-08-14",686.5588,61.71,0.4,4986.85,500.3,1112.6079,11458.69,19257.82,"2021","08-14"
"398","2021-08-13",682.7549,61.37,0.33,4450.37,729.1,1112.6079,11459.1,19256.74,"2021","08-13"
"399","2021-08-12",679.0265,61.03,0.3,4169.31,797.4,1112.6079,11459.4,19255.94,"2021","08-12"
"400","2021-08-11",675.6468,60.73,0.31,4171.19,738.3,1112.6079,11459.29,19256.22,"2021","08-11"
"401","2021-08-10",672.5215,60.45,0.33,4092.07,467.3,1112.6079,11459.08,19256.79,"2021","08-10"
"402","2021-08-09",668.8996,60.12,0.3,3895.73,537.3,1112.6079,11458.74,19242.21,"2021","08-09"
"403","2021-08-08",665.4575,59.81,0.39,4703.7,406.4,1112.6201,11458.8,19258.92,"2021","08-08"
"404","2021-08-07",661.1515,59.42,0.39,4742.81,395.4,1112.6201,11458.64,19259.36,"2021","08-07"
"405","2021-08-06",656.8006,59.03,0.37,4482.17,374.8,1112.6201,11458.39,19260,"2021","08-06"
"406","2021-08-05",652.6731,58.66,0.3,3868.15,480.5,1112.6201,11458.46,19405.84,"2021","08-05"
"407","2021-08-04",649.2844,58.36,0.29,3641.9,382.7,1112.6201,11458.34,19406.13,"2021","08-04"
"408","2021-08-03",646.0341,58.06,0.28,3465.23,394.5,1112.6201,11458.26,19406.35,"2021","08-03"
"409","2021-08-02",642.6647,57.76,0.3,3736.69,353.1,1112.6201,11458.33,19260.18,"2021","08-02"
"410","2021-08-01",638.6834,57.4,0.39,4486.91,197.8,1112.6152,11458.25,19259.83,"2021","08-01"
"411","2021-07-31",634.9879,56.96,0.5,5765.76,196.4,1114.764,11458.45,19259.3,"2021","07-31"
"412","2021-07-30",630.6537,56.57,0.34,4056.67,231.4,1114.764,11458.7,19258.62,"2021","07-30"
"413","2021-07-29",626.8128,56.23,0.35,4171.34,236.2,1114.7273,11458.92,19258.05,"2021","07-29"
"414","2021-07-28",622.8928,55.79,0.35,4054.55,164.8,1116.5273,11459.09,19257.62,"2021","07-28"
"415","2021-07-27",619.0116,55.44,0.32,3780.17,187.4,1116.5273,11459.7,19255.99,"2021","07-27"
"416","2021-07-26",615.3509,55.11,0.33,3913.76,268.3,1116.5273,11460.33,19254.32,"2021","07-26"
"417","2021-07-25",611.7007,54.79,0.41,4779.83,149.2,1116.5205,11460.81,19252.29,"2021","07-25"
"418","2021-07-24",607.09,54.37,0.42,4845.33,184.8,1116.5205,11461.03,19251.69,"2021","07-24"
"419","2021-07-23",602.4188,53.96,0.34,3912.42,158.7,1116.5205,11460.86,19247.29,"2021","07-23"
"420","2021-07-22",598.6876,53.62,0.17,2743.75,795.4,1116.5205,11460.7,19237.94,"2021","07-22"
"421","2021-07-21",596.7507,53.45,0.17,2822.03,920.7,1116.5205,11460.59,19241.09,"2021","07-21"
"422","2021-07-20",594.8206,53.27,0.16,2744.93,938.5,1116.5205,11460.47,19220.87,"2021","07-20"
"423","2021-07-19",592.7698,53.09,0.22,3283.62,843.6,1116.5205,11460.19,19205.4,"2021","07-19"
"424","2021-07-18",590.315,52.87,0.31,4071.91,657.7,1116.5146,11460.08,19253.56,"2021","07-18"
"425","2021-07-17",586.892,52.56,0.3,3937.42,642.5,1116.5146,11460.19,19253.26,"2021","07-17"
"426","2021-07-16",583.5854,52.27,0.21,3123.77,747.1,1116.5146,11460.09,19229.89,"2021","07-16"
"427","2021-07-15",580.9225,51.98,0.16,2716.84,941.8,1117.5146,11459.87,19243.99,"2021","07-15"
"428","2021-07-14",579.1653,51.78,0.17,2805.76,868.7,1118.4914,11459.78,19237.1,"2021","07-14"
"429","2021-07-13",577.2369,51.61,0.17,2803.95,949.2,1118.4914,11460.01,19246.65,"2021","07-13"
"430","2021-07-12",575.427,51.45,0.29,3545.45,298.2,1118.4914,11460.06,19195.38,"2021","07-12"
"431","2021-07-11",572.1738,51.16,0.42,4778.25,135.1,1118.4987,11460.45,19253.41,"2021","07-11"
"432","2021-07-10",567.5261,50.74,0.41,4663.93,122.5,1118.4987,11460.76,19252.59,"2021","07-10"
"433","2021-07-09",562.9844,50.33,0.29,3802.49,533.5,1118.4987,11460.6,19229.45,"2021","07-09"
"434","2021-07-08",559.7469,50.04,0.22,3296.17,797.5,1118.4987,11460.38,19172.86,"2021","07-08"
"435","2021-07-07",557.252,49.82,0.23,3336.62,758.1,1118.4987,11459.9,19104.76,"2021","07-07"
"436","2021-07-06",554.7247,49.6,0.27,3694.25,686.3,1118.4987,11460.15,19254.19,"2021","07-06"
"437","2021-07-05",551.7194,49.33,0.36,4237.97,188.5,1118.4987,11507.06,19253.92,"2021","07-05"
"438","2021-07-04",547.5832,48.96,0.44,5035.04,111.6,1118.4948,11507.15,19253.23,"2021","07-04"
"439","2021-07-03",542.661,48.52,0.42,4853.91,166.3,1118.4948,11507.3,19252.82,"2021","07-03"
"440","2021-07-02",537.9862,48.1,0.26,3240.25,347.1,1118.4948,11507.26,19252.94,"2021","07-02"
"441","2021-07-01",535.0999,47.84,0.26,3209.12,333.9,1118.4948,11507.2,19253.11,"2021","07-01"
"442","2021-06-30",531.8101,47.55,0.32,3769.62,220.6,1118.3456,11507.2,19253.08,"2021","06-30"
"443","2021-06-29",528.7683,47.28,0.28,3320.43,144.5,1118.3456,11507.26,19252.93,"2021","06-29"
"444","2021-06-28",525.5985,47,0.3,3422.68,110.6,1118.3456,11507.36,19252.68,"2021","06-28"
"445","2021-06-27",522.2843,46.7,0.39,4598.53,182.4,1118.3583,11507.86,19252.81,"2021","06-27"
"446","2021-06-26",517.8818,46.31,0.37,4375.28,265.6,1118.3583,11508.13,19252.09,"2021","06-26"
"447","2021-06-25",513.7864,45.94,0.26,3053.73,189.1,1118.3583,11508.18,19251.96,"2021","06-25"
"448","2021-06-24",510.9247,45.69,0.21,2677.48,276.1,1118.3583,11508.18,19251.95,"2021","06-24"
"449","2021-06-23",508.5268,45.47,0.2,2646.32,409.7,1118.3583,11508.16,19252,"2021","06-23"
"450","2021-06-22",506.3101,45.27,0.2,2796.43,554.9,1118.3583,11508.13,19179.17,"2021","06-22"
"451","2021-06-21",504.117,45.08,0.3,3532.8,225.4,1118.3583,11508.04,19252.31,"2021","06-21"
"452","2021-06-20",500.8007,44.78,0.4,4526.09,101.3,1118.3612,11508.19,19252.27,"2021","06-20"
"453","2021-06-19",496.379,44.38,0.39,4517.75,134.3,1118.3612,11508.34,19251.87,"2021","06-19"
"454","2021-06-18",492.0012,43.99,0.34,3965.91,138.8,1118.3612,11508.43,19251.61,"2021","06-18"
"455","2021-06-17",488.2062,43.65,0.27,3404.37,329.2,1118.3612,11508.5,19251.43,"2021","06-17"
"456","2021-06-16",485.1431,43.38,0.28,3325.98,220.7,1118.3612,11508.58,19251.24,"2021","06-16"
"457","2021-06-15",482.0448,43.1,0.29,3537.62,306.7,1118.3612,11508.53,19251.36,"2021","06-15"
"458","2021-06-14",478.8093,42.81,0.35,4100.17,145.4,1118.3612,11508.6,19251.18,"2021","06-14"
"459","2021-06-13",474.8529,42.46,0.45,5118.5,118.6,1118.3627,11508.7,19251.09,"2021","06-13"
"460","2021-06-12",469.7646,42,0.43,4969.78,118.4,1118.3627,11508.72,19251.04,"2021","06-12"
"461","2021-06-11",464.9384,41.57,0.32,3848.03,299.8,1118.3627,11508.72,19251.02,"2021","06-11"
"462","2021-06-10",461.4189,41.26,0.29,3650.26,417.7,1118.3627,11508.86,19250.66,"2021","06-10"
"463","2021-06-09",458.1944,40.97,0.23,3181.98,628.2,1118.3627,11508.79,19126.27,"2021","06-09"
"464","2021-06-08",455.6444,40.74,0.31,3722.19,275.5,1118.3627,11508.93,19250.47,"2021","06-08"
"465","2021-06-07",452.2068,40.43,0.32,3806.52,262.4,1118.3627,11508.45,19251.75,"2021","06-07"
"466","2021-06-06",448.6736,40.12,0.44,4987.29,116.6,1118.3588,11508.51,19251.15,"2021","06-06"
"467","2021-06-05",443.8079,39.68,0.42,4857.21,105.9,1118.3588,11508.68,19250.69,"2021","06-05"
"468","2021-06-04",439.0555,39.26,0.39,4484.52,111.3,1118.3588,11508.84,19250.26,"2021","06-04"
"469","2021-06-03",434.6877,38.87,0.4,4604.26,122.9,1118.3588,11509.04,19249.75,"2021","06-03"
"470","2021-06-02",430.1914,38.47,0.41,4756.75,198.3,1118.3588,11509.04,19249.73,"2021","06-02"
"471","2021-06-01",425.5783,38.05,0.37,4379,218.8,1118.3588,11509.1,19249.58,"2021","06-01"
"472","2021-05-31",421.4648,37.69,0.4,4659.79,199,1118.1088,11509.23,19249.23,"2021","05-31"
"473","2021-05-30",418.8897,37.46,0.43,4953.38,194.4,1118.0995,11509.11,19248.5,"2021","05-30"
"474","2021-05-29",414.1038,37.04,0.41,4747.36,152.9,1118.0995,11509.23,19248.19,"2021","05-29"
"475","2021-05-28",409.5435,36.63,0.25,3308.56,472.1,1118.0995,11509.19,19061.01,"2021","05-28"
"476","2021-05-27",406.752,36.38,0.17,2703.59,854.2,1118.0995,11509.08,19151.48,"2021","05-27"
"477","2021-05-26",404.9537,36.22,0.19,2809.19,664.3,1118.0995,11509.03,19248.7,"2021","05-26"
"478","2021-05-25",402.8199,36.03,0.24,3281.19,636.5,1118.0995,11509.11,19248.5,"2021","05-25"
"479","2021-05-24",400.2024,35.79,0.31,3875.15,364.2,1118.0995,11509.19,19248.28,"2021","05-24"
"480","2021-05-23",396.6418,35.47,0.38,4509.81,293.3,1118.1049,11509.4,19248.33,"2021","05-23"
"481","2021-05-22",392.4898,35.1,0.36,4297.9,325.6,1118.1049,11509.43,19248.27,"2021","05-22"
"482","2021-05-21",388.5283,34.75,0.31,3817.26,337.2,1118.1049,11509.44,19154.68,"2021","05-21"
"483","2021-05-20",385.0487,34.44,0.26,3452.2,570.3,1118.1049,11509.45,19002.95,"2021","05-20"
"484","2021-05-19",382.1846,34.18,0.16,2654.94,846.1,1118.1049,11509.34,18957.47,"2021","05-19"
"485","2021-05-18",380.3834,34.02,0.14,2610.27,994.4,1118.1049,11509.2,18957.52,"2021","05-18"
"486","2021-05-17",378.8017,33.88,0.21,3143.86,775.5,1118.1049,11509.06,18967.75,"2021","05-17"
"487","2021-05-16",376.4615,33.67,0.34,4206.07,395.9,1118.1044,11508.95,18974.56,"2021","05-16"
"488","2021-05-15",372.657,33.33,0.33,4109.34,411.4,1118.1044,11508.89,19249.65,"2021","05-15"
"489","2021-05-14",368.9592,33,0.31,3689.36,270.5,1118.1044,11508.9,19249.62,"2021","05-14"
"490","2021-05-13",365.5233,32.67,0.33,3955.14,255.1,1118.7044,11508.97,19209.01,"2021","05-13"
"491","2021-05-12",361.805,32.36,0.28,3511.34,327.1,1118.1044,11508.97,19249.43,"2021","05-12"
"492","2021-05-11",358.6187,32.07,0.31,3747.67,266.4,1118.1044,11508.99,19249.37,"2021","05-11"
"493","2021-05-10",355.1399,31.76,0.36,4191.76,177.2,1118.1044,11509.14,19248.97,"2021","05-10"
"494","2021-05-09",351.0273,31.39,0.41,4678.28,130.4,1118.1024,11509.1,19248.86,"2021","05-09"
"495","2021-05-08",346.5108,30.99,0.28,3375.45,241.5,1118.1024,11509.13,19248.78,"2021","05-08"
"496","2021-05-07",343.3872,30.71,0.05,1964.91,1412.3,1118.1024,11508.96,19120.31,"2021","05-07"
"497","2021-05-06",342.856,30.66,0,1764.76,1788.7,1118.1024,11508.69,19055.53,"2021","05-06"
"498","2021-05-05",342.8793,30.67,0.03,1771.62,1415.7,1118.1023,11508.39,19053.09,"2021","05-05"
"499","2021-05-04",342.5554,30.64,0.12,2164.8,804.2,1118.1023,11508.26,19185.13,"2021","05-04"
"500","2021-05-03",341.2148,30.52,0.09,1976.6,914.6,1118.1023,11505.17,19251.31,"2021","05-03"
