"","gasDayStart","gasInStorage","full","trend","injection","withdrawal","workingGasVolume","injectionCapacity","withdrawalCapacity","year","month"
"2831","2014-12-11",816.6102,83.46,-0.54,83.59,5362,978.437,9294.1,17005.28,"2014","12-11"
"2832","2014-12-10",821.9054,84,-0.53,96.18,5316.3,978.437,9284.14,17005.28,"2014","12-10"
"2833","2014-12-09",827.117,84.53,-0.57,74.84,5693.7,978.4365,9266.7,17005.27,"2014","12-09"
"2834","2014-12-08",832.6727,85.1,-0.45,123.03,4524.3,978.4351,9185.27,17005.24,"2014","12-08"
"2835","2014-12-07",837.0563,85.55,-0.33,140.92,3371.5,978.4369,9185.29,17005.27,"2014","12-07"
"2836","2014-12-06",840.3008,85.88,-0.33,194.42,3432.5,978.4381,9240.72,17005.3,"2014","12-06"
"2837","2014-12-05",843.5264,86.21,-0.5,181.11,5043.5,978.4385,9201.1,17005.31,"2014","12-05"
"2838","2014-12-04",848.4245,86.7,-0.55,200.39,5630.8,978.5827,9201.11,17005.29,"2014","12-04"
"2839","2014-12-03",853.9185,87.26,-0.58,141.53,5844.4,978.582,9189.55,17005.28,"2014","12-03"
"2840","2014-12-02",859.5595,87.84,-0.53,130.55,5322.9,978.5833,9204.22,17005.3,"2014","12-02"
"2841","2014-12-01",864.7788,88.37,-0.44,84.5,4423.7,978.5839,9193.97,17005.32,"2014","12-01"
"2842","2014-11-30",868.3753,88.74,-0.26,272.35,2815.9,978.5842,9219.01,17005.32,"2014","11-30"
"2843","2014-11-29",870.7889,88.98,-0.26,290.84,2794.1,978.5835,9270.61,17005.31,"2014","11-29"
"2844","2014-11-28",873.2977,89.24,-0.3,348.74,3280.3,978.583,9267.79,17005.3,"2014","11-28"
"2845","2014-11-27",876.2256,89.54,-0.35,344.88,3749.3,978.5826,9331.02,17005.29,"2014","11-27"
"2846","2014-11-26",879.6149,89.89,-0.39,135.22,3981.1,978.581,9303.61,17005.26,"2014","11-26"
"2847","2014-11-25",883.4317,90.28,-0.38,134.42,3811.7,978.5846,9275.86,17005.33,"2014","11-25"
"2848","2014-11-24",887.0863,90.65,-0.29,160.63,3003.1,978.5851,9272.12,17005.34,"2014","11-24"
"2849","2014-11-23",889.8365,90.93,-0.13,436.01,1686.1,978.5844,9303.64,17005.33,"2014","11-23"
"2850","2014-11-22",891.0542,91.06,-0.16,437.88,2029.2,978.5838,9340.99,17005.31,"2014","11-22"
"2851","2014-11-21",892.6309,91.22,-0.29,147.63,2954.9,978.5837,9340.99,17005.31,"2014","11-21"
"2852","2014-11-20",895.4326,91.5,-0.29,126.59,2974.5,978.5839,9331.03,17005.32,"2014","11-20"
"2853","2014-11-19",898.2478,91.79,-0.25,170.05,2594.3,978.5838,9323.56,17005.31,"2014","11-19"
"2854","2014-11-18",900.6737,92.04,-0.22,272.36,2417.7,978.5814,9308.91,17005.26,"2014","11-18"
"2855","2014-11-17",902.8503,92.26,-0.18,183.93,1916.4,978.5806,9308.91,17005.25,"2014","11-17"
"2856","2014-11-16",904.5614,92.44,-0.05,361.42,891.4,978.5808,9308.91,17005.25,"2014","11-16"
"2857","2014-11-15",905.0447,92.49,-0.04,383.02,787.6,978.5825,9308.92,17005.29,"2014","11-15"
"2858","2014-11-14",905.3969,92.52,-0.08,293.05,1079.8,978.5716,9308.81,17005.06,"2014","11-14"
"2859","2014-11-13",906.1422,92.6,-0.12,211.38,1362.9,978.5476,9308.57,17004.56,"2014","11-13"
"2860","2014-11-12",907.2919,92.72,-0.13,215.92,1492.5,978.5452,9308.55,17004.51,"2014","11-12"
"2861","2014-11-11",908.5599,92.85,-0.09,306.34,1233.6,978.5427,9308.52,17004.46,"2014","11-11"
"2862","2014-11-10",909.4727,92.94,-0.13,239.92,1537.9,978.5751,9308.85,17005.13,"2014","11-10"
"2863","2014-11-09",910.8299,93.08,-0.03,512.14,848.6,978.5845,9308.95,17005.33,"2014","11-09"
"2864","2014-11-08",911.1419,93.11,-0.03,479.86,742.1,978.5849,9308.95,17005.34,"2014","11-08"
"2865","2014-11-07",911.3948,93.13,-0.1,350.13,1358,978.5845,9308.94,17005.33,"2014","11-07"
"2866","2014-11-06",912.3034,93.23,-0.16,242.21,1769.9,978.5865,9308.97,17005.37,"2014","11-06"
"2867","2014-11-05",913.8431,93.38,-0.13,231.7,1528.1,978.5892,9308.99,17005.43,"2014","11-05"
"2868","2014-11-04",915.1686,93.52,-0.1,335.47,1338.8,978.5892,9308.99,17005.43,"2014","11-04"
"2869","2014-11-03",916.0984,93.61,-0.08,425.67,1253.7,978.5877,9308.98,17005.4,"2014","11-03"
"2870","2014-11-02",916.8389,93.69,0.05,1008.56,536.6,978.58,9203.42,17005.23,"2014","11-02"
"2871","2014-11-01",916.3487,93.64,0.05,1024.92,557.3,978.5479,9219.25,17005.23,"2014","11-01"
"2872","2014-10-31",915.8396,93.62,0.36,4664.76,1191.3,978.2988,9184.84,16990.14,"2014","10-31"
"2873","2014-10-30",912.2987,93.25,-0.13,365.31,1598.2,978.3013,9253.67,16990.2,"2014","10-30"
"2874","2014-10-29",913.5639,93.38,-0.17,321.1,1962.1,978.2995,9253.65,16990.16,"2014","10-29"
"2875","2014-10-28",915.1822,93.55,-0.11,462.51,1521.5,978.2745,9253.39,16989.64,"2014","10-28"
"2876","2014-10-27",916.3939,93.67,-0.06,558.78,1102.6,978.2999,9253.65,16990.17,"2014","10-27"
"2877","2014-10-26",916.9499,93.73,0.07,1204.73,564,978.3015,9227.58,16990.2,"2014","10-26"
"2878","2014-10-25",916.397,93.67,0.05,1106.96,626.3,978.3006,9228.26,17000.11,"2014","10-25"
"2879","2014-10-24",915.929,93.62,-0.02,648.93,828.9,978.3031,9160.2,16990.23,"2014","10-24"
"2880","2014-10-23",916.1352,93.65,-0.05,541,1071.2,978.3023,9280.54,16679.46,"2014","10-23"
"2881","2014-10-22",916.651,93.7,-0.02,797.94,980,978.2909,9241.19,16643.52,"2014","10-22"
"2882","2014-10-21",916.829,93.72,0.06,1030.99,476.1,978.2916,9241.2,16625.24,"2014","10-21"
"2883","2014-10-20",916.2782,93.66,0.1,1242.17,288.5,978.2969,9252.52,16649.77,"2014","10-20"
"2884","2014-10-19",915.2233,93.56,0.2,2156.21,180.5,978.2452,9414.03,16709.12,"2014","10-19"
"2885","2014-10-18",913.2828,93.36,0.19,2094.54,253,978.2878,9432.5,16710,"2014","10-18"
"2886","2014-10-17",911.4552,93.17,0.1,1289.37,333.6,978.3041,9432.66,16710.34,"2014","10-17"
"2887","2014-10-16",910.5224,93.07,0.1,1375.77,415.5,978.3051,9432.67,16710.36,"2014","10-16"
"2888","2014-10-15",909.545,92.97,0.06,1162.91,542.7,978.3027,9432.65,16710.31,"2014","10-15"
"2889","2014-10-14",908.9343,92.91,0.07,1346.09,632.9,978.3052,9432.67,16710.36,"2014","10-14"
"2890","2014-10-13",908.2073,92.84,0.1,1464.63,464,978.3008,9414.02,16710.27,"2014","10-13"
"2891","2014-10-12",907.107,92.73,0.21,2213.78,195.1,978.2676,9402.16,16709.58,"2014","10-12"
"2892","2014-10-11",905.1068,92.53,0.18,1993.79,207.9,978.1559,9414.29,16710.27,"2014","10-11"
"2893","2014-10-10",903.3833,92.36,0.09,1402.45,510.7,978.1569,9387.1,16710.3,"2014","10-10"
"2894","2014-10-09",902.4978,92.26,0.09,1339.4,489.5,978.1588,9301.8,16649.92,"2014","10-09"
"2895","2014-10-08",901.621,92.17,0.07,1141.34,420.2,978.1659,9266.62,16650.07,"2014","10-08"
"2896","2014-10-07",900.8991,92.1,0.06,1020.35,456.1,978.1766,9241.5,16650.29,"2014","10-07"
"2897","2014-10-06",900.5242,92.06,0.08,1303.44,475.6,978.1949,9301.69,16681.31,"2014","10-06"
"2898","2014-10-05",899.6461,91.97,0.18,1955.43,194.4,978.2089,9379.65,16711.38,"2014","10-05"
"2899","2014-10-04",897.8272,91.78,0.18,1999.57,202.2,978.2283,9433.36,16711.78,"2014","10-04"
"2900","2014-10-03",896.0362,91.6,0.15,1703.05,277.9,978.2467,9433.55,16712.16,"2014","10-03"
"2901","2014-10-02",894.5763,91.45,0.13,1511.64,272.4,978.2326,9433.4,16711.87,"2014","10-02"
"2902","2014-10-01",893.2888,91.32,0.12,1451.12,320.4,978.2194,9433.27,16711.59,"2014","10-01"
"2903","2014-09-30",892.066,91.36,0.09,1367.37,455.8,976.3854,9414.09,16675.05,"2014","09-30"
"2904","2014-09-29",890.0066,91.24,0.12,1547.91,345.9,975.4591,9414.27,16675.42,"2014","09-29"
"2905","2014-09-28",888.7984,91.12,0.21,2215.19,131.4,975.457,9414.25,16675.37,"2014","09-28"
"2906","2014-09-27",886.7274,90.9,0.21,2212.29,156.6,975.4563,9414.24,16675.36,"2014","09-27"
"2907","2014-09-26",884.677,90.69,0.1,1436.69,463.8,975.4724,9414.4,16675.69,"2014","09-26"
"2908","2014-09-25",883.9618,90.62,0.07,1240.92,583.3,975.4598,9414.27,16556.26,"2014","09-25"
"2909","2014-09-24",883.2706,90.55,0.07,1192.68,496.8,975.45,9414.17,16556.06,"2014","09-24"
"2910","2014-09-23",882.5268,90.47,0.04,1163.98,744.7,975.44,9414.07,16555.85,"2014","09-23"
"2911","2014-09-22",882.1629,90.43,0.12,1575.58,384.7,975.4888,9414.57,16556.87,"2014","09-22"
"2912","2014-09-21",880.8987,90.31,0.21,2271.6,216.1,975.3865,9413.53,16554.74,"2014","09-21"
"2913","2014-09-20",878.8026,90.1,0.19,2101.37,251.5,975.3929,9413.56,16554.8,"2014","09-20"
"2914","2014-09-19",876.9748,89.91,0.15,1697.02,260.1,975.3798,9413.43,16554.53,"2014","09-19"
"2915","2014-09-18",875.4885,89.76,0.15,1737.11,271.3,975.3157,9388.86,16538.3,"2014","09-18"
"2916","2014-09-17",874.0507,89.62,0.13,1496.81,245,975.3136,9412.76,16553.15,"2014","09-17"
"2917","2014-09-16",872.7887,89.49,0.11,1417.16,364.6,975.3072,9487.84,16553.02,"2014","09-16"
"2918","2014-09-15",871.793,89.38,0.15,1759.31,255.9,975.3624,9456.87,16554.17,"2014","09-15"
"2919","2014-09-14",870.2922,89.23,0.24,2524.71,144.4,975.3618,9413.25,16650.32,"2014","09-14"
"2920","2014-09-13",867.9301,88.99,0.25,2581.68,124.7,975.3652,9413.28,16650.39,"2014","09-13"
"2921","2014-09-12",865.5416,88.73,0.16,1785.69,251.4,975.4473,9427.54,16652.1,"2014","09-12"
"2922","2014-09-11",864.0399,88.58,0.12,2648.44,1464.7,975.4613,9523.3,16652.39,"2014","09-11"
"2923","2014-09-10",862.8219,88.46,0.13,1604.63,300.2,975.4192,9453.61,16687.21,"2014","09-10"
"2924","2014-09-09",861.4571,88.32,0.12,1495.98,306.9,975.3414,9452.83,16685.59,"2014","09-09"
"2925","2014-09-08",860.2298,88.2,0.16,1754.03,175.6,975.2947,9511.51,16648.93,"2014","09-08"
"2926","2014-09-07",858.6482,88.04,0.27,2726.43,106.9,975.2988,9466.02,16672.01,"2014","09-07"
"2927","2014-09-06",856.0327,87.77,0.24,2501.81,171.6,975.3003,9412.62,16672.05,"2014","09-06"
"2928","2014-09-05",853.7157,87.53,0.19,2067.94,191.5,975.3163,9412.78,16672.38,"2014","09-05"
"2929","2014-09-04",851.5307,87.3,0.35,3643.1,262.8,975.4461,9414.1,16675.07,"2014","09-04"
"2930","2014-09-03",848.1555,86.95,0.15,1797.44,296.7,975.4351,9413.99,16674.85,"2014","09-03"
"2931","2014-09-02",847.0955,87.04,0.16,1799.21,274.8,973.2303,9413.8,16674.45,"2014","09-02"
"2932","2014-09-01",845.5888,86.88,0.16,1884.75,344,973.2565,9414.01,16674.95,"2014","09-01"
"2933","2014-08-31",843.9728,86.8,0.27,2738.67,88,972.3182,9414.12,16675.23,"2014","08-31"
"2934","2014-08-30",841.543,86.55,0.26,2651.48,117,972.2951,9413.85,16674.75,"2014","08-30"
"2935","2014-08-29",839.1636,86.31,0.2,2203.94,226.2,972.289,9413.75,16674.63,"2014","08-29"
"2936","2014-08-28",837.1517,86.1,0.14,2026.93,680.9,972.2565,9413.4,16673.95,"2014","08-28"
"2937","2014-08-27",835.8515,85.97,0.15,1971.03,484.7,972.2758,9413.58,16674.35,"2014","08-27"
"2938","2014-08-26",834.3559,85.82,0.13,1816.87,539.9,972.2582,9413.4,16673.99,"2014","08-26"
"2939","2014-08-25",833.0739,85.68,0.18,1999,250.7,972.2671,9413.48,16674.17,"2014","08-25"
"2940","2014-08-24",831.317,85.5,0.25,2598.21,125.5,972.2674,9413.47,16674.18,"2014","08-24"
"2941","2014-08-23",828.8429,85.25,0.26,2637.39,148.9,972.2881,9413.66,16674.61,"2014","08-23"
"2942","2014-08-22",826.3553,84.99,0.23,2550.28,279.8,972.2987,9413.75,16674.83,"2014","08-22"
"2943","2014-08-21",824.0632,84.76,0.21,2547.42,469.3,972.2779,9413.52,16674.4,"2014","08-21"
"2944","2014-08-20",821.957,84.54,0.2,2446.66,496.2,972.2834,9383.99,16674.51,"2014","08-20"
"2945","2014-08-19",820.0392,84.34,0.22,2486.01,384,972.3117,9360.33,16675.1,"2014","08-19"
"2946","2014-08-18",817.9141,84.12,0.24,2618.87,258.5,972.2855,9337.78,16674.55,"2014","08-18"
"2947","2014-08-17",815.5326,83.88,0.28,2860.65,131,972.2716,9394.06,16674.26,"2014","08-17"
"2948","2014-08-16",812.8589,83.6,0.28,2849.11,112.3,972.3217,9409.54,16675.31,"2014","08-16"
"2949","2014-08-15",809.7939,83.29,0.29,3005.15,208,972.2341,9393.72,16673.49,"2014","08-15"
"2950","2014-08-14",806.9643,83,0.28,2930.29,241.7,972.2134,9393.49,16673.06,"2014","08-14"
"2951","2014-08-13",804.2754,82.73,0.3,2983.64,108.5,972.2194,9393.52,16673.18,"2014","08-13"
"2952","2014-08-12",801.4662,82.43,0.32,3274.8,141.7,972.2894,9376.6,16674.63,"2014","08-12"
"2953","2014-08-11",798.3008,82.11,0.32,3180.27,63.3,972.2739,9376.4,16674.31,"2014","08-11"
"2954","2014-08-10",795.1477,81.79,0.36,3603.3,63.5,972.2377,9393.59,16673.56,"2014","08-10"
"2955","2014-08-09",791.6187,81.42,0.36,3571.88,64.4,972.272,9376.29,16674.27,"2014","08-09"
"2956","2014-08-08",788.0844,81.06,0.33,3366.12,174,972.2333,9359.17,16673.47,"2014","08-08"
"2957","2014-08-07",784.8776,80.73,0.33,3293.03,122.8,972.2275,9359.07,16673.35,"2014","08-07"
"2958","2014-08-06",781.6853,80.4,0.31,3109.27,87.5,972.2084,9336.58,16672.95,"2014","08-06"
"2959","2014-08-05",778.639,80.09,0.3,3124.46,172.1,972.1904,9281.34,16672.58,"2014","08-05"
"2960","2014-08-04",775.6626,79.79,0.31,3122.45,156.7,972.1782,9281.19,16672.32,"2014","08-04"
"2961","2014-08-03",772.6909,79.48,0.38,3831.98,122.4,972.1835,9401.98,16672.43,"2014","08-03"
"2962","2014-08-02",769.0092,79.1,0.37,3759.31,125.4,972.2223,9284.78,16673.24,"2014","08-02"
"2963","2014-08-01",765.3461,78.72,0.32,3311.63,218.2,972.196,9400.07,16672.69,"2014","08-01"
"2964","2014-07-31",762.3264,78.43,0.3,3078.39,120,972.0066,9116.5,16783.42,"2014","07-31"
"2965","2014-07-30",759.5548,78.14,0.31,3135.15,100.8,972.0191,9179.86,16783.68,"2014","07-30"
"2966","2014-07-29",756.545,77.83,0.31,3064.81,87.1,972.066,9206.12,16784.66,"2014","07-29"
"2967","2014-07-28",753.5301,77.52,0.29,2964.79,114.8,972.0478,9205.9,16784.28,"2014","07-28"
"2968","2014-07-27",750.6773,77.23,0.36,3596.85,104.6,972.0425,9205.8,16784.17,"2014","07-27"
"2969","2014-07-26",747.1429,76.86,0.34,3372.2,57.8,972.0241,9205.56,16783.79,"2014","07-26"
"2970","2014-07-25",743.8476,76.53,0.29,2949.71,99.2,972.0181,9205.45,16783.66,"2014","07-25"
"2971","2014-07-24",740.9301,76.23,0.27,2810.32,157.2,972.0152,9194.82,16783.6,"2014","07-24"
"2972","2014-07-23",738.3009,75.95,0.26,2730.68,165.3,972.0573,9195.2,16784.48,"2014","07-23"
"2973","2014-07-22",735.6842,75.68,0.27,2859.57,244.8,972.046,9195.04,16784.24,"2014","07-22"
"2974","2014-07-21",733.0609,75.41,0.25,2666.13,189.3,972.046,9195,16784.24,"2014","07-21"
"2975","2014-07-20",730.5511,75.16,0.35,3492.93,92.2,972.0121,9194.6,16783.54,"2014","07-20"
"2976","2014-07-19",727.1638,74.81,0.34,3400.91,97.6,972.0358,9194.79,16784.03,"2014","07-19"
"2977","2014-07-18",723.8469,74.51,0.27,2836.48,176.6,971.5402,9169.29,16733.07,"2014","07-18"
"2978","2014-07-17",721.161,74.23,0.24,2557.66,270.1,971.512,9168.96,16732.48,"2014","07-17"
"2979","2014-07-16",718.8543,73.99,0.22,2576.57,416.1,971.5019,9168.82,16732.27,"2014","07-16"
"2980","2014-07-15",716.7756,73.78,0.15,2527.07,1047,971.5085,9347.81,16622.14,"2014","07-15"
"2981","2014-07-14",715.3167,73.63,0.26,2822.18,254.2,971.5224,9347.91,16622.42,"2014","07-14"
"2982","2014-07-13",712.7262,73.36,0.35,3527.85,103.5,971.5106,9347.75,16622.18,"2014","07-13"
"2983","2014-07-12",709.2872,73.01,0.33,3361.22,111.9,971.487,9347.47,16621.69,"2014","07-12"
"2984","2014-07-11",706.0578,72.68,0.25,2802.83,335.2,971.5182,9347.74,16622.34,"2014","07-11"
"2985","2014-07-10",703.5708,72.5,0.23,2480.09,230.6,970.3783,9347.51,16621.92,"2014","07-10"
"2986","2014-07-09",701.2983,72.27,0.22,2505.04,321.9,970.3859,9347.56,16622.08,"2014","07-09"
"2987","2014-07-08",699.1033,72.04,0.23,2620.05,401.2,970.4089,9347.76,16622.56,"2014","07-08"
"2988","2014-07-07",696.857,71.81,0.26,2777.88,233.3,970.4044,9347.34,16622.47,"2014","07-07"
"2989","2014-07-06",694.3399,71.55,0.35,3469.67,65.2,970.3955,9347.2,16622.28,"2014","07-06"
"2990","2014-07-05",690.8786,71.2,0.33,3324.98,103.1,970.3704,9346.9,16621.76,"2014","07-05"
"2991","2014-07-04",687.692,70.86,0.28,2974.4,297.3,970.4393,9347.55,16623.19,"2014","07-04"
"2992","2014-07-03",684.9873,70.58,0.25,2674.99,256.4,970.4443,9347.56,16623.29,"2014","07-03"
"2993","2014-07-02",682.1246,70.29,0.25,2742.24,314.2,970.4207,9289.4,16622.8,"2014","07-02"
"2994","2014-07-01",680.008,70.07,0.24,2714.23,346.5,970.4223,9289.4,16622.84,"2014","07-01"
"2995","2014-06-30",677.4726,69.92,0.27,2873.01,278.9,968.8879,9238.29,16622.31,"2014","06-30"
"2996","2014-06-29",674.9661,69.67,0.35,3468.74,31.5,968.8708,9238.07,16621.95,"2014","06-29"
"2997","2014-06-28",671.501,69.31,0.31,3078.75,35.2,968.8539,9237.82,16621.6,"2014","06-28"
"2998","2014-06-27",668.4164,68.99,0.26,2815.75,326.9,968.8319,9237.54,16621.14,"2014","06-27"
"2999","2014-06-26",665.9145,68.73,0.22,2541.42,443.9,968.826,9239.13,16621.02,"2014","06-26"
"3000","2014-06-25",663.8232,68.52,0.22,2785.42,667.7,968.8667,9261.77,16621.86,"2014","06-25"
"3001","2014-06-24",661.7765,68.3,0.24,2754.32,426.7,968.9441,9329.64,16623.47,"2014","06-24"
"3002","2014-06-23",659.4236,68.06,0.29,2963.63,136.8,968.942,9337.31,16623.43,"2014","06-23"
"3003","2014-06-22",656.558,67.76,0.34,3341.32,73.2,968.933,9347.19,16623.24,"2014","06-22"
"3004","2014-06-21",653.2744,67.42,0.33,3230.39,70.2,968.9294,9352.62,16623.17,"2014","06-21"
"3005","2014-06-20",650.0564,67.09,0.3,3017.98,140.4,968.8878,9373.67,16622.3,"2014","06-20"
"3006","2014-06-19",647.2562,66.8,0.28,3035.54,296,968.9198,9394.3,16622.97,"2014","06-19"
"3007","2014-06-18",644.5484,66.52,0.26,2985.58,421.2,968.955,9394.64,16623.7,"2014","06-18"
"3008","2014-06-17",641.9679,66.25,0.28,2967.19,238.2,968.9513,9394.57,16603.78,"2014","06-17"
"3009","2014-06-16",639.1956,65.97,0.28,2893.21,168.8,968.9486,9394.51,16595.36,"2014","06-16"
"3010","2014-06-15",636.4508,65.68,0.33,3295.99,78.4,968.9513,9394.51,16564.09,"2014","06-15"
"3011","2014-06-14",633.1655,65.35,0.32,3181.17,92.1,968.896,9393.91,16562.94,"2014","06-14"
"3012","2014-06-13",630.0244,65.03,0.28,2791.89,108.1,968.8235,9393.13,16537.23,"2014","06-13"
"3013","2014-06-12",627.2681,64.75,0.25,2690.11,228.3,968.7709,9392.55,16536.14,"2014","06-12"
"3014","2014-06-11",624.7846,64.49,0.26,2929.26,419.2,968.7681,9392.48,16481.03,"2014","06-11"
"3015","2014-06-10",622.2341,64.23,0.31,3121.29,155.1,968.7667,9392.42,16506.45,"2014","06-10"
"3016","2014-06-09",619.2591,63.92,0.33,3382,162.7,968.7734,9392.42,16560.15,"2014","06-09"
"3017","2014-06-08",616.0265,63.59,0.38,3707.84,68.5,968.7612,9392.24,16546.94,"2014","06-08"
"3018","2014-06-07",612.356,63.21,0.37,3633.69,59.5,968.7822,9392.39,16481.37,"2014","06-07"
"3019","2014-06-06",608.7639,62.84,0.33,3328.22,123.8,968.7835,9372.5,16432.04,"2014","06-06"
"3020","2014-06-05",605.5379,62.51,0.27,2897.83,294.4,968.7781,9392.28,16445.14,"2014","06-05"
"3021","2014-06-04",602.965,62.24,0.23,2826.69,578,968.7982,9392.46,16536.71,"2014","06-04"
"3022","2014-06-03",600.7275,62.01,0.3,3066.12,184.8,968.7987,9392.44,16536.72,"2014","06-03"
"3023","2014-06-02",597.8645,61.71,0.31,3127.04,167.3,968.8128,9392.57,16511.76,"2014","06-02"
"3024","2014-06-01",594.8708,61.4,0.35,3504.68,93.2,968.8218,9392.64,16511.95,"2014","06-01"
"3025","2014-05-31",591.4038,61.14,0.36,3642.05,142.2,967.2943,9328.64,16487.26,"2014","05-31"
"3026","2014-05-30",587.9781,60.79,0.32,3331.65,259.4,967.299,9328.69,16511.56,"2014","05-30"
"3027","2014-05-29",584.8734,60.46,0.32,3287.38,179.8,967.2988,9328.68,16511.56,"2014","05-29"
"3028","2014-05-28",581.7231,60.14,0.26,2882.17,357,967.2983,9328.67,16526.43,"2014","05-28"
"3029","2014-05-27",579.4838,59.91,0.29,3050.1,213,967.3047,9328.74,16558.81,"2014","05-27"
"3030","2014-05-26",576.6466,59.61,0.29,2949.97,124.7,967.3477,9329.16,16527.45,"2014","05-26"
"3031","2014-05-25",573.7886,59.32,0.38,3750.4,46.4,967.3485,9329.15,16520.03,"2014","05-25"
"3032","2014-05-24",570.0806,58.93,0.37,3620.57,55.4,967.3523,9329.15,16512.67,"2014","05-24"
"3033","2014-05-23",566.4737,58.6,0.3,3191.27,263.2,966.6165,9328.47,16543.48,"2014","05-23"
"3034","2014-05-22",563.5552,58.3,0.26,2913.3,363.3,966.6317,9149.65,16681.47,"2014","05-22"
"3035","2014-05-21",560.988,58.06,0.26,2807.97,285.1,966.2156,9099.11,16674.37,"2014","05-21"
"3036","2014-05-20",558.4375,57.8,0.28,2964.19,297.9,966.2113,9099.06,16674.29,"2014","05-20"
"3037","2014-05-19",555.7355,57.52,0.26,2697.61,196.6,966.1987,9098.94,16674.02,"2014","05-19"
"3038","2014-05-18",553.218,57.69,0.32,3207.14,108,958.9814,9070,16621.55,"2014","05-18"
"3039","2014-05-17",550.105,57.36,0.3,3038.27,140,958.979,9069.97,16621.5,"2014","05-17"
"3040","2014-05-16",547.2034,57.06,0.26,2672.96,158.1,958.9854,9070.04,16621.64,"2014","05-16"
"3041","2014-05-15",544.6822,56.8,0.21,2312.08,329.7,958.9634,9069.81,16621.18,"2014","05-15"
"3042","2014-05-14",542.7063,56.59,0.18,2158.09,387,958.9691,9069.87,16621.3,"2014","05-14"
"3043","2014-05-13",540.9119,56.41,0.2,2288.07,337.9,958.9682,9069.86,16621.28,"2014","05-13"
"3044","2014-05-12",538.9663,56.2,0.23,2383.66,203.8,958.9636,9069.82,16621.18,"2014","05-12"
"3045","2014-05-11",536.7528,55.97,0.3,3048.56,141,958.9458,9069.64,16620.81,"2014","05-11"
"3046","2014-05-10",533.844,55.67,0.31,3128.78,177.1,958.9752,9069.93,16621.42,"2014","05-10"
"3047","2014-05-09",530.8546,55.36,0.29,3025.34,234.8,958.9358,9069.53,16620.6,"2014","05-09"
"3048","2014-05-08",528.054,55.07,0.26,2794.71,338.9,958.9047,9069.22,16619.96,"2014","05-08"
"3049","2014-05-07",525.583,54.81,0.25,2763.03,320.8,958.8684,9068.89,16619.39,"2014","05-07"
"3050","2014-05-06",523.1172,54.56,0.26,2660.34,166.2,958.8645,9068.85,16619.3,"2014","05-06"
"3051","2014-05-05",520.5681,54.29,0.24,2515.87,197.3,958.8361,9068.56,16618.72,"2014","05-05"
"3052","2014-05-04",518.2307,54.05,0.28,2795.74,145.3,958.8321,9021.51,16618.63,"2014","05-04"
"3053","2014-05-03",515.5976,53.77,0.28,2851.02,135,958.8681,9021.84,16619.38,"2014","05-03"
"3054","2014-05-02",512.8461,53.49,0.27,2773.68,173.6,958.8374,9068.51,16618.74,"2014","05-02"
